ADDRESS,RD,INC_,TYPE_CODE,CALL_TYPE,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,FID
1100 BLOCK MILITARY RD,18,25211,9510,MS PERS JUV,76,B4-068485,1539,7/30/14,,7/30/14,1500,,,,0,0,18818
4300 BLOCK ADAMS ST,11,5100,4152,ASLT NO WEAP,80,B4-069195,1950,8/1/14,FRI,8/1/14,1600,FRI,8/1/14,1950,0,0,18819
2200 BLOCK N 78TH ST,43,42000,9400,VANDALISM,80,B4-068492,1549,7/30/14,THU,7/24/14,1900,FRI,7/25/14,1500,0,300,18820
ANTELOPE VALLEY/L,69,5100,4152,ASLT NO WEAP,3,B4-069196,1952,8/1/14,FRI,8/1/14,1945,FRI,8/1/14,2000,0,0,18821
2500 BLOCK CLEVELAND AVE,122,41000,7100,AT CAR,0,B4-068493,1606,7/30/14,WED,7/30/14,2130,WED,7/30/14,1500,1500,0,18822
55TH/VINE,38,27111,8600,NARCOTICS,1,B4-069199,2004,8/1/14,FRI,8/1/14,2007,,,,0,0,18823
1100 BLOCK MILITARY RD,18,42000,9400,VANDALISM,76,B4-068494,1610,7/30/14,WED,7/30/14,1500,WED,7/30/14,1600,0,200,18824
1600 BLOCK S COTNER BLVD,59,5100,4152,ASLT NO WEAP,80,B4-069200,2019,8/1/14,FRI,8/1/14,2000,FRI,8/1/14,2015,0,0,18825
3000 BLOCK N 50TH ST,10,25211,9510,MS PERS JUV,80,B4-068496,1611,7/30/14,,7/30/14,1430,,,,0,0,18826
"E/17TH ; TO 18TH",68,42000,9443,VAND/VEH,1,B4-068499,1618,7/30/14,WED,7/30/14,1400,WED,7/30/14,1600,0,200,18827
400 BLOCK CAPITOL BEACH BLVD,149,27111,8600,NARCOTICS,84,B4-069201,2025,8/1/14,FRI,8/1/14,2000,FRI,8/1/14,2025,0,0,18828
1700 BLOCK S 16TH ST,94,25211,9510,MS PERS JUV,80,B4-068509,1645,7/30/14,,7/30/14,1230,,,,0,0,18829
1600 BLOCK S 16TH ST,94,27111,8600,NARCOTICS,82,B4-069204,2038,8/1/14,FRI,8/1/14,2038,,,,0,0,18830
2700 BLOCK CALIFORNIA CT,564,9500,7500,CHILD A/N,3,B4-069208,2057,8/1/14,FRI,8/1/14,1400,FRI,8/1/14,1500,0,0,18831
13TH/E,95,5000,4152,ASLT NO WEAP,1,B4-068511,1643,7/30/14,WED,7/30/14,1130,WED,7/30/14,1230,0,0,18832
6500 BLOCK BENTON ST,7,61111,8200,PHONE/COMP,80,B4-069216,2142,8/1/14,FRI,8/1/14,2136,FRI,8/1/14,2140,0,0,18833
6200 BLOCK WALKER AVE,8,25211,9510,MS PERS JUV,80,B4-068513,1650,7/30/14,,7/30/14,1500,,,,0,0,18834
300 BLOCK W CHARLESTON ST,146,5000,4152,ASLT NO WEAP,84,B4-069217,2147,8/1/14,FRI,8/1/14,2147,,,,0,100,18835
56TH/HWY 2,180,25211,9510,MS PERS JUV,1,B4-068519,1717,7/30/14,,7/30/14,1600,,,,0,0,18836
2700 BLOCK N 11TH ST,125,23300,6203,LSL $1-49,21,B4-069225,2204,8/1/14,FRI,8/1/14,2145,FRI,8/1/14,2200,4,3.87,18837
5100 BLOCK N 27TH ST,116,5000,4151,ASLT NO WEAP,24,B4-068520,1716,7/30/14,SAT,7/26/14,1900,SAT,7/26/14,1930,0,0,18838
200 BLOCK W IRVING ST,137,29500,9100,FRAUD,82,B4-069227,2202,8/1/14,FRI,7/25/14,1,FRI,8/1/14,2200,1894,0,18839
1700 BLOCK WASHINGTON ST,97,23300,6203,LSL $1-49,21,B4-068524,1725,7/30/14,WED,7/30/14,1700,WED,7/30/14,1707,3,0,18840
4300 BLOCK ADAMS ST,11,5100,4152,ASLT NO WEAP,80,B4-069229,2216,8/1/14,SAT,7/19/14,1600,FRI,8/1/14,1950,0,0,18841
300 BLOCK S 27TH ST,63,12000,0,DISTURBNCE,82,B4-068526,1729,7/30/14,WED,7/30/14,1725,WED,7/30/14,1729,0,0,18842
1000 BLOCK HARTLEY ST,126,23900,6903,LAR $1-49,80,B4-067940,2029,7/28/14,SAT,7/26/14,2100,MON,7/28/14,1900,25,20,18843
"27TH/Y; JS ON WS OF B",15,27111,8600,NARCOTICS,3,B4-069232,2224,8/1/14,FRI,8/1/14,2220,FRI,8/1/14,2224,0,0,18844
2700 BLOCK NW DAHLIA DR,220,61000,8200,PHONE/COMP,80,B4-068528,1633,7/30/14,WED,7/30/14,800,WED,7/30/14,1500,0,0,18845
6100 BLOCK O ST,47,23300,6201,LSL $200 +,17,B4-067944,2040,7/28/14,MON,7/28/14,2030,MON,7/28/14,2040,295,0,18846
4100 BLOCK N 84TH ST,193,5000,4151,ASLT NO WEAP,71,B4-069236,2236,8/1/14,FRI,8/1/14,2215,FRI,8/1/14,2236,0,0,18847
3500 BLOCK S 70TH ST,181,9000,7500,CHILD A/N,10,B4-068530,1735,7/30/14,WED,7/30/14,1725,WED,7/30/14,1735,0,0,18848
1300 BLOCK D ST,85,5100,4152,ASLT NO WEAP,84,B4-069239,2214,8/1/14,FRI,8/1/14,2120,FRI,8/1/14,2220,0,0,18849
4400 BLOCK GRANDVIEW BLVD,130,12000,0,DISTURBNCE,80,B4-067947,2053,7/28/14,MON,7/28/14,2000,MON,7/28/14,2052,0,0,18850
4300 BLOCK N 7TH ST,130,9000,7500,CHILD A/N,84,B4-068606,2132,7/30/14,FRI,7/25/14,730,FRI,7/25/14,800,0,0,18851
8900 BLOCK AUGUSTA DR,187,5100,4152,ASLT NO WEAP,63,B4-068100,1119,7/29/14,SAT,7/26/14,2000,SAT,7/26/14,2300,0,0,18852
300 BLOCK S 25TH ST,70,12000,0,DISTURBNCE,80,B4-067958,2122,7/28/14,MON,7/28/14,2115,MON,7/28/14,2122,0,0,18853
17TH/D,67,27111,8600,NARCOTICS,3,B4-069243,2304,8/1/14,FRI,8/1/14,2300,FRI,8/1/14,2304,0,0,18854
5200 BLOCK N 27TH ST,116,54111,9800,LOST/STOLE,28,B4-068531,1741,7/30/14,TUE,7/29/14,1930,WED,7/30/14,1730,1,0,18855
400 BLOCK S 12TH ST,81,54112,9800,LOST/STOLE,99,B4-068784,1449,7/31/14,THU,7/3/14,2200,FRI,7/4/14,300,109,0,18856
4600 BLOCK HILL DR,55,12000,0,DISTURBNCE,82,B4-068998,813,8/1/14,FRI,7/25/14,800,FRI,8/1/14,1900,0,0,18857
900 BLOCK SANTA MONICA AVE,38,6000,5132,BURG RN ATT,80,B4-069248,2300,8/1/14,FRI,8/1/14,2000,FRI,8/1/14,2255,0,50,18858
800 BLOCK S 39TH ST,61,13000,0,DISTURBNCE,82,B4-068607,2130,7/30/14,WED,7/30/14,2115,WED,7/30/14,2247,0,0,18859
2600 BLOCK POTTER ST,13,29400,9100,FRAUD,35,B4-068785,1451,7/31/14,WED,7/30/14,1200,THU,7/31/14,1400,0,0,18860
4200 BLOCK N 25TH ST,128,5000,4152,ASLT NO WEAP,76,B4-067963,2128,7/28/14,MON,7/28/14,2110,MON,7/28/14,2125,0,0,18861
2400 BLOCK FOLKWAYS BLVD,131,29510,9100,FRAUD,84,B4-068532,1730,7/30/14,WED,7/23/14,1200,WED,7/30/14,1700,0,0,18862
200 BLOCK N 84TH ST,44,12000,0,DISTURBNCE,21,B4-068102,1128,7/29/14,TUE,7/29/14,1100,TUE,7/29/14,1130,0,0,18863
8700 BLOCK ANDERMATT DR,200,23300,6202,LSL $50-199,28,B4-068242,1940,7/29/14,TUE,7/29/14,1930,TUE,7/29/14,1950,80,0,18864
3500 BLOCK RICHMOND RD,10,23900,6903,LAR $1-49,80,B4-068104,1143,7/29/14,MON,7/28/14,2200,TUE,7/29/14,1130,40,0,18865
1300 BLOCK D ST,85,27111,8600,NARCOTICS,84,B4-069249,2252,8/1/14,FRI,8/1/14,2250,FRI,8/1/14,2300,0,0,18866
2100 BLOCK W Q ST,149,5100,4152,ASLT NO WEAP,84,B4-068609,2136,7/30/14,WED,7/30/14,2030,WED,7/30/14,2100,0,0,18867
3100 BLOCK Q ST,31,23600,6401,LAA $200 +,80,B4-068999,753,8/1/14,THU,7/31/14,2350,FRI,8/1/14,730,200,1000,18868
4600 BLOCK EAGLE RIDGE RD,176,25211,9510,MS PERS JUV,80,B4-067967,2148,7/28/14,,7/28/14,2140,,,,0,0,18869
1900 BLOCK SW 27TH ST,159,12000,0,DISTURBNCE,21,B4-068805,1557,7/31/14,MON,4/14/14,0,THU,7/31/14,1600,0,0,18870
100 BLOCK H ST,91,42000,9400,VANDALISM,33,B4-068533,1744,7/30/14,TUE,7/29/14,1700,WED,7/30/14,1700,0,500,18871
800 BLOCK N 27TH ST,27,27111,8600,NARCOTICS,24,B4-069258,2334,8/1/14,FRI,8/1/14,2335,FRI,8/1/14,2345,0,0,18872
6100 BLOCK HAVELOCK AVE,5,42000,9400,VANDALISM,61,B4-069000,825,8/1/14,FRI,8/1/14,130,FRI,8/1/14,345,0,2000,18873
5500 BLOCK GREENWOOD ST,10,12000,0,DISTURBNCE,80,B4-068539,1810,7/30/14,WED,7/30/14,1805,WED,7/30/14,1810,0,0,18874
1000 BLOCK P ST,76,42000,9400,VANDALISM,63,B4-068244,1952,7/29/14,TUE,7/29/14,1945,TUE,7/29/14,1952,0,200,18875
4900 BLOCK GARLAND ST,39,5100,4152,ASLT NO WEAP,10,B4-068615,2148,7/30/14,WED,7/30/14,1830,WED,7/30/14,2148,0,0,18876
1700 BLOCK N 59TH ST,40,5100,4152,ASLT NO WEAP,80,B4-068806,1609,7/31/14,THU,7/31/14,1600,THU,7/31/14,1604,0,0,18877
5900 BLOCK BENTON ST,6,6000,5133,BURG RU ATT,80,B4-068106,1143,7/29/14,MON,7/28/14,1845,TUE,7/29/14,1100,0,100,18878
9500 BLOCK CHESTER ST,1,8000,8800,WEAPONS,80,B4-067971,2206,7/28/14,MON,7/28/14,2015,,,,0,0,18879
200 BLOCK NW 14TH ST,149,25211,9510,MS PERS JUV,80,B4-069268,2356,8/1/14,,8/2/14,0,,,,0,0,18880
5900 BLOCK VANDERVOORT DR,180,5100,4152,ASLT NO WEAP,86,B4-068109,1209,7/29/14,SUN,7/27/14,0,SUN,7/27/14,100,0,0,18881
4500 BLOCK N 62ND ST,168,23400,6602,LFB $50-199,35,B4-068542,1748,7/30/14,THU,7/24/14,800,THU,7/24/14,2359,105,0,18882
6700 BLOCK S BERMUDA DR,49,23500,6302,LFA $50-199,80,B4-067972,2109,7/28/14,SUN,7/27/14,2200,MON,7/28/14,700,144,0,18883
3100 BLOCK Q ST,31,23600,6404,LAA ATTEMPT,80,B4-069006,853,8/1/14,THU,7/31/14,2350,FRI,8/1/14,730,0,100,18884
7200 BLOCK ENGLEWOOD DR,208,23500,6302,LFA $50-199,80,B4-068251,2023,7/29/14,SAT,7/26/14,2200,SUN,7/27/14,800,144,0,18885
2200 BLOCK Y ST,16,23400,6603,LFB $1-49,84,B4-068626,2223,7/30/14,WED,7/30/14,2200,WED,7/30/14,2223,5,0,18886
2600 BLOCK N 48TH ST,11,42000,9443,VAND/VEH,28,B4-068811,1636,7/31/14,WED,7/30/14,900,THU,7/31/14,1300,0,150,18887
3800 BLOCK W O ST,150,42000,9400,VANDALISM,72,B4-069009,856,8/1/14,FRI,8/1/14,815,FRI,8/1/14,845,0,772,18888
4100 BLOCK N 84 ST,193,5000,4151,ASLT NO WEAP,7,B4-069269,2337,8/1/14,FRI,8/1/14,2200,FRI,8/1/14,2330,0,0,18889
3500 BLOCK ST PAUL AVE,12,25211,9510,MS PERS JUV,80,B4-068543,1811,7/30/14,,7/26/14,1400,,,,0,0,18890
500 BLOCK S 70TH ST,48,5100,4142,ASLT NO WEAP,99,B4-068114,1222,7/29/14,MON,7/28/14,,,,,0,0,18891
2500 BLOCK E ST,466,27111,8600,NARCOTICS,1,B4-067976,2223,7/28/14,MON,7/28/14,2200,MON,7/28/14,2223,0,0,18892
4400 BLOCK F ST,55,25111,9500,MS PERS,84,B4-068259,2043,7/29/14,,7/29/14,2043,,,,0,0,18893
1700 BLOCK N 28TH ST,14,23900,6903,LAR $1-49,80,B4-068627,2225,7/30/14,WED,7/30/14,2215,WED,7/30/14,2225,20,0,18894
2200 BLOCK POTTER ST,13,41000,7100,AT CAR,1,B4-069274,13,8/2/14,FRI,8/1/14,800,FRI,8/1/14,1130,1400,0,18895
200 BLOCK S 18TH ST,69,23600,6403,LAA $1-49,12,B4-068813,1648,7/31/14,TUE,7/29/14,2000,WED,7/30/14,1400,25,0,18896
5000 BLOCK DUDLEY ST,38,13000,0,DISTURBNCE,80,B4-068118,1232,7/29/14,TUE,7/29/14,1130,TUE,7/29/14,1232,0,0,18897
1700 BLOCK S 33RD PL,101,25211,9510,MS PERS JUV,80,B4-067982,2224,7/28/14,,7/28/14,2115,,,,0,0,18898
"OMAHA, NE",999,24000,0,MISC OTHER,99,B4-068263,2104,7/29/14,MON,5/5/14,1,TUE,7/29/14,2105,0,0,18899
3400 BLOCK HILLSIDE ST,103,61000,8200,PHONE/COMP,80,B4-068628,2205,7/30/14,TUE,7/29/14,1800,WED,7/30/14,2100,0,0,18900
900 BLOCK N 25TH ST,27,42000,9443,VAND/VEH,80,B4-069010,859,8/1/14,THU,7/31/14,1930,FRI,8/1/14,845,0,150,18901
5600 BLOCK CORNHUSKER HWY,121,5100,4152,ASLT NO WEAP,86,B4-068545,1817,7/30/14,TUE,7/29/14,2000,WED,7/30/14,400,0,0,18902
2300 BLOCK N 1ST ST,134,37000,3104,ROB GUN,36,B4-069278,27,8/2/14,SAT,8/2/14,26,,,,93,0,18903
2900 BLOCK N 3RD ST,134,5100,4112,ASLT GUN,81,B4-067984,2218,7/28/14,THU,7/3/14,800,THU,7/3/14,0,0,0,18904
3200 BLOCK MICKAELA LN,137,6000,5123,BURG RU NFE,0,B4-068120,1244,7/29/14,MON,7/28/14,30,MON,7/28/14,1000,300,0,18905
2900 BLOCK N 14TH ST,123,23310,6903,LAR $1-49,36,B4-068815,1700,7/31/14,THU,7/31/14,1650,THU,7/31/14,1700,40,0,18906
5400 BLOCK W BENTON ST,145,25211,9510,MS PERS JUV,80,B4-068632,2257,7/30/14,,7/30/14,2257,,,,0,0,18907
4800 BLOCK SOUTH HAVEN DR,107,23800,6501,LSB $200 +,80,B4-068265,2114,7/29/14,MON,7/28/14,2300,TUE,7/29/14,530,900,0,18908
1800 BLOCK KNOX ST,127,29500,9100,FRAUD,84,B4-069027,958,8/1/14,SUN,1/1/12,1200,FRI,8/1/14,1030,0,0,18909
3600 BLOCK N 52ND ST,10,5000,4152,ASLT NO WEAP,84,B4-067985,2259,7/28/14,MON,7/28/14,2225,MON,7/28/14,2235,0,0,18910
CITY OF LINCOLN,999,27666,8600,NARCOTICS,99,B4-068121,1249,7/29/14,FRI,12/27/13,1,FRI,12/27/13,2359,0,0,18911
N 48TH / LEIGHTON,39,27111,8600,NARCOTICS,1,B4-069281,24,8/2/14,SAT,8/2/14,24,,,,0,0,18912
100 BLOCK N 20TH ST,72,61111,8200,PHONE/COMP,12,B4-068549,1824,7/30/14,WED,7/30/14,1300,WED,7/30/14,1820,0,0,18913
2300 BLOCK VINE ST,28,41000,7100,AT CAR,80,B4-068824,1735,7/31/14,THU,7/31/14,1730,THU,7/31/14,1735,6592,0,18914
2700 BLOCK N 41ST ST,11,6000,5122,BURG RN NFE,80,B4-068273,2137,7/29/14,TUE,7/29/14,1900,TUE,7/29/14,2000,553,0,18915
3000 BLOCK N 50TH ST,10,25211,9510,MS PERS JUV,80,B4-068640,2335,7/30/14,,7/30/14,2334,,,,0,0,18916
200 BLOCK N 56TH ST,36,61000,8200,PHONE/COMP,76,B4-069042,1120,8/1/14,FRI,8/1/14,1000,FRI,8/1/14,1130,0,0,18917
2600 BLOCK J ST,470,27111,8600,NARCOTICS,3,B4-068825,1736,7/31/14,THU,7/31/14,1733,THU,7/31/14,1736,0,0,18918
900 BLOCK O ST,76,5000,4132,ASLT ODW,12,B4-069282,33,8/2/14,SAT,8/2/14,25,SAT,8/2/14,40,0,0,18919
4700 BLOCK STOCKWELL ST,106,6000,5123,BURG RU NFE,82,B4-067987,2318,7/28/14,SUN,7/27/14,0,MON,7/28/14,2318,50,0,18920
1600 BLOCK BLACKHAWK DR,217,5100,4152,ASLT NO WEAP,76,B4-068550,1828,7/30/14,WED,7/30/14,1815,THU,7/3/14,1830,0,200,18921
3400 BLOCK N 1ST ST,137,13000,0,DISTURBNCE,84,B4-068126,1305,7/29/14,TUE,7/29/14,1250,TUE,7/29/14,1305,0,0,18922
1300 BLOCK B ST,85,5000,4152,ASLT NO WEAP,1,B4-068647,4,7/31/14,THU,7/31/14,2,,,,0,0,18923
2300 BLOCK S 14TH ST,198,25111,9500,MS PERS,84,B4-069044,1046,8/1/14,,7/29/14,1800,,,,0,0,18924
900 BLOCK S COTNER BLVD,53,9500,7500,CHILD A/N,80,B4-068275,2119,7/29/14,FRI,7/25/14,130,FRI,7/25/14,145,0,0,18925
100 BLOCK W E ST,91,6000,5213,BURG NRU FE,96,B4-068826,1726,7/31/14,THU,7/17/14,800,THU,7/31/14,1630,0,200,18926
2200 BLOCK S ST,26,23800,6501,LSB $200 +,84,B4-068552,1836,7/30/14,WED,7/30/14,0,WED,7/30/14,1150,200,10,18927
4600 BLOCK HUNTINGTON AVE,11,27111,8600,NARCOTICS,0,B4-069294,115,8/2/14,SAT,8/2/14,225,SAT,8/2/14,202,0,0,18928
3800 BLOCK CORNHUSKER HWY,113,42000,9400,VANDALISM,84,B4-068129,1314,7/29/14,FRI,7/25/14,1900,FRI,7/25/14,2000,0,50,18929
2500 BLOCK E ST,466,23400,6603,LFB $1-49,84,B4-067988,2318,7/28/14,MON,7/28/14,0,MON,7/28/14,2318,6,0,18930
300 BLOCK N 48TH ST,35,35222,0,SUSP PERS,17,B4-069046,1133,8/1/14,FRI,8/1/14,1053,FRI,8/1/14,1120,0,0,18931
1500 BLOCK S 19TH ST,97,61000,8200,PHONE/COMP,84,B4-068649,5,7/31/14,WED,7/30/14,800,WED,7/30/14,2100,0,0,18932
5600 BLOCK HOLDREGE ST,40,23300,6203,LSL $1-49,25,B4-069310,217,8/2/14,SAT,8/2/14,210,SAT,8/2/14,217,17,0,18933
1200 BLOCK PEACH ST,94,27111,8600,NARCOTICS,82,B4-068283,2221,7/29/14,TUE,7/29/14,2220,,,,0,0,18934
3600 BLOCK N 52ND ST,10,11200,9910,DEATH,0,B4-067989,2324,7/28/14,MON,7/28/14,2324,,,,0,0,18935
1300 BLOCK GALLOWAY AVE,165,38700,9722,IND EXPOSURE,80,B4-068829,1734,7/31/14,THU,7/31/14,1720,THU,7/31/14,1730,0,0,18936
100 BLOCK W O ST,147,23310,6903,LAR $1-49,36,B4-068560,1905,7/30/14,WED,7/30/14,1905,,,,24,0,18937
2200 BLOCK SCOTT AVE,102,29500,9100,FRAUD,69,B4-068136,1328,7/29/14,MON,7/28/14,2200,TUE,7/29/14,1200,0,0,18938
1400 BLOCK PINE LAKE RD,174,23310,6902,LAR $50-199,36,B4-069047,1135,8/1/14,FRI,8/1/14,1100,FRI,8/1/14,1135,106,0,18939
57TH/MADISON,8,27111,8600,NARCOTICS,1,B4-068652,5,7/31/14,THU,7/31/14,1,THU,7/31/14,5,0,0,18940
"26TH/B;26-27,B-C ALLEY",598,27111,8600,NARCOTICS,3,B4-069316,153,8/2/14,SAT,8/2/14,150,SAT,8/2/14,155,0,0,18941
4800 BLOCK O ST,36,5000,4151,ASLT NO WEAP,17,B4-068832,1807,7/31/14,THU,7/31/14,1800,THU,7/31/14,1830,0,0,18942
1100 BLOCK W C ST,153,9000,7500,CHILD A/N,84,B4-068292,2319,7/29/14,TUE,7/29/14,2245,TUE,7/29/14,2319,0,0,18943
5600 BLOCK FALCON CIR,177,61000,8200,PHONE/COMP,80,B4-067991,2350,7/28/14,MON,7/28/14,2254,MON,7/28/14,2350,0,0,18944
2300 BLOCK B ST,466,61000,8200,PHONE/COMP,84,B4-068561,1904,7/30/14,WED,7/16/14,1000,SAT,7/19/14,1700,0,0,18945
5600 BLOCK DOGWOOD DR,180,56366,8440,ATT SUI-OD,80,B4-069048,1135,8/1/14,FRI,8/1/14,1100,,,,0,0,18946
11TH/N,77,27111,8600,NARCOTICS,3,B4-068137,1346,7/29/14,TUE,7/29/14,1340,TUE,7/29/14,1346,0,0,18947
600 BLOCK SURFSIDE DR,149,42000,9400,VANDALISM,84,B4-068654,31,7/31/14,THU,7/31/14,28,THU,7/31/14,31,0,200,18948
4800 BLOCK LEIGHTON AVE,39,9100,7500,CHILD A/N,83,B4-069319,407,8/2/14,SAT,8/2/14,0,SAT,8/2/14,101,0,0,18949
2900 BLOCK N 14TH ST,123,23310,6902,LAR $50-199,26,B4-068294,2325,7/29/14,TUE,7/29/14,2320,TUE,7/29/14,2322,72,0,18950
3700 BLOCK S 33RD ST,108,23400,6602,LFB $50-199,80,B4-068562,1908,7/30/14,MON,7/28/14,2100,MON,7/28/14,2300,50,0,18951
4400 BLOCK SOUTHWOOD DR,163,27111,8600,NARCOTICS,10,B4-067995,2344,7/28/14,MON,7/28/14,2344,,,,0,0,18952
1700 BLOCK WASHINGTON ST,97,23300,6203,LSL $1-49,21,B4-068838,1817,7/31/14,THU,7/31/14,1800,THU,7/31/14,1817,12,0,18953
5400 BLOCK W BENTON ST,145,25211,9510,MS PERS JUV,80,B4-068658,100,7/31/14,,7/31/14,100,,,,0,0,18954
4700 BLOCK N 27TH ST,116,23300,6202,LSL $50-199,17,B4-069053,1148,8/1/14,FRI,8/1/14,1130,FRI,8/1/14,1148,54,0,18955
6800 BLOCK NORMAL BLVD ICES,181,61000,8200,PHONE/COMP,35,B4-068138,1342,7/29/14,TUE,7/29/14,1030,TUE,7/29/14,1330,0,0,18956
2800 BLOCK DUDLEY ST,15,42000,9400,VANDALISM,80,B4-069323,514,8/2/14,SAT,8/2/14,510,SAT,8/2/14,514,0,250,18957
14TH/O,78,23800,6501,LSB $200 +,3,B4-068839,1819,7/31/14,TUE,7/29/14,2300,WED,7/30/14,200,200,0,18958
1500 BLOCK S 44TH ST,59,23500,6303,LFA $1-49,80,B4-068566,1917,7/30/14,TUE,7/29/14,1830,WED,7/30/14,530,25,0,18959
3300 BLOCK NW 2ND ST,137,13000,0,DISTURBNCE,80,B4-068295,2333,7/29/14,TUE,7/29/14,2245,TUE,7/29/14,2255,0,0,18960
2900 BLOCK N 3RD ST,134,5100,4152,ASLT NO WEAP,81,B4-068001,38,7/29/14,WED,6/25/14,1,THU,7/3/14,1,0,0,18961
1600 BLOCK N 84TH ST,43,17400,9300,COUNTERFEIT,21,B4-068145,1408,7/29/14,MON,7/28/14,1435,MON,7/28/14,1443,0,0,18962
4800 BLOCK HUDDERSFIELD CT,179,42000,9400,VANDALISM,80,B4-069055,1157,8/1/14,FRI,8/1/14,1,FRI,8/1/14,1130,0,150,18963
2200 BLOCK E ST,65,5000,4122,ASLT KNIFE,1,B4-068660,108,7/31/14,THU,7/31/14,30,THU,7/31/14,108,0,0,18964
100 BLOCK W FLETCHER AVE,140,23300,6203,LSL $1-49,36,B4-069324,524,8/2/14,SAT,8/2/14,524,,,,46,0,18965
5400 BLOCK W HUGHES ST,145,25111,9500,MS PERS,80,B4-068298,2343,7/29/14,,7/29/14,1100,,,,0,0,18966
5500 BLOCK PRESCOTT AVE,106,6000,5121,BURG RD NFE,80,B4-068842,1810,7/31/14,WED,7/30/14,1200,WED,7/30/14,1400,150,0,18967
400 BLOCK S 54TH ST,54,25111,9500,MS PERS,80,B4-068003,38,7/29/14,,7/29/14,0,,,,0,0,18968
4600 BLOCK ORCHARD ST,34,27111,8600,NARCOTICS,84,B4-068146,1435,7/29/14,TUE,7/29/14,1400,TUE,7/29/14,1445,0,0,18969
600 BLOCK CAPTITOL AV,68,37000,3305,ROB ODW,84,B4-068568,1912,7/30/14,WED,7/30/14,230,WED,7/30/14,330,155,0,18970
5000 BLOCK EMERALD DR,177,5100,4152,ASLT NO WEAP,84,B4-068661,109,7/31/14,THU,7/31/14,55,THU,7/31/14,109,0,0,18971
8600 BLOCK LEXINGTON AVE,192,23600,6401,LAA $200 +,84,B4-069068,1249,8/1/14,THU,7/31/14,2330,FRI,8/1/14,300,500,0,18972
1000 BLOCK N 48TH ST,38,6000,5113,BURG RU FE,81,B4-069332,602,8/2/14,SUN,7/27/14,800,SAT,8/2/14,500,100,15,18973
3000 BLOCK S 13TH ST,112,61111,8200,PHONE/COMP,69,B4-068004,49,7/29/14,TUE,7/29/14,1200,TUE,7/29/14,2300,0,0,18974
5000 BLOCK N 27TH ST,116,23300,6202,LSL $50-199,17,B4-068569,1801,7/30/14,WED,7/30/14,1621,WED,7/30/14,1721,123,0,18975
100 BLOCK SW 48TH ST,151,24244,0,TRESPASS,24,B4-068299,2350,7/29/14,TUE,7/29/14,2330,TUE,7/29/14,2350,0,0,18976
44TH/MADISON,11,23500,6304,LFA ATTEMPT,1,B4-068844,1822,7/31/14,TUE,7/29/14,1700,THU,7/31/14,500,0,0,18977
3700 BLOCK CHADD CT,133,5000,4142,ASLT NO WEAP,82,B4-068148,1444,7/29/14,TUE,7/29/14,1430,TUE,7/29/14,1440,0,0,18978
1500 BLOCK N 15TH ST,18,42000,9400,VANDALISM,80,B4-068663,118,7/31/14,WED,7/30/14,1930,THU,7/31/14,118,0,50,18979
2800 BLOCK ORCHARD ST,15,42100,9443,VAND/VEH,1,B4-069335,748,8/2/14,SAT,8/2/14,230,SAT,8/2/14,748,0,1000,18980
3000 BLOCK S ST,29,23900,6902,LAR $50-199,80,B4-068571,1924,7/30/14,TUE,7/29/14,1300,TUE,7/29/14,1900,80,0,18981
3900 BLOCK LYNCHBURG CT,178,5100,4122,ASLT KNIFE,80,B4-069070,1210,8/1/14,FRI,8/1/14,1027,FRI,8/1/14,1205,0,3000,18982
2600 BLOCK W ST,27,27111,8600,NARCOTICS,1,B4-068015,230,7/29/14,TUE,7/29/14,230,,,,0,0,18983
8200 BLOCK CHESTNUT LN,208,24244,0,TRESPASS,80,B4-068300,2355,7/29/14,TUE,7/29/14,2330,TUE,7/29/14,2340,0,0,18984
1600 BLOCK S FOLSOM ST,156,61111,8200,PHONE/COMP,84,B4-068846,1729,7/31/14,THU,5/1/14,0,THU,7/31/14,1300,0,0,18985
4600 BLOCK PRESCOTT AVE,106,23900,6902,LAR $50-199,84,B4-068151,1452,7/29/14,MON,7/28/14,2130,TUE,7/29/14,700,50,0,18986
4400 BLOCK N 65TH ST,4,23400,6602,LFB $50-199,80,B4-069071,1247,8/1/14,TUE,2/18/14,800,THU,7/31/14,1200,50,0,18987
4100 BLOCK EVERETT ST,59,23500,6303,LFA $1-49,80,B4-068572,1929,7/30/14,TUE,7/29/14,1830,WED,7/30/14,530,1,0,18988
1700 BLOCK SW 24TH ST,159,41000,7100,AT CAR,80,B4-069336,752,8/2/14,FRI,8/1/14,2200,SAT,8/2/14,752,3500,0,18989
4100 BLOCK ST PAUL AVE,11,42000,9443,VAND/VEH,84,B4-068303,2246,7/29/14,TUE,7/29/14,2309,TUE,7/29/14,2310,0,50,18990
400 BLOCK S 26TH ST,70,9700,7500,CHILD A/N,84,B4-068665,139,7/31/14,THU,7/31/14,100,THU,7/31/14,130,0,0,18991
5000 BLOCK EMERALD DR,177,24000,0,MISC OTHER,84,B4-068852,1845,7/31/14,THU,7/31/14,1845,THU,7/31/14,2158,0,0,18992
2800 BLOCK F ST,564,5100,4152,ASLT NO WEAP,83,B4-068017,250,7/29/14,TUE,7/29/14,250,,,,0,0,18993
