ADDRESS,RD,INC_,TYPE_CODE,CALL_TYPE,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,FID
2300 BLOCK Y ST,16,61000,8209,PHONE OTHER,96,B3-115941,933,12/17/13,SAT,12/14/13,9,SAT,12/14/13,24,0,0,8366
N 93RD ST / LEIGHTON AVE,192,31222,0,OPS,1,B3-093386,1540,10/5/13,SAT,10/5/13,1500,SAT,10/5/13,1540,0,0,8367
8800 BLOCK VENICE ST,186,31100,7410,OSCR,69,B3-088953,1008,9/23/13,TUE,9/17/13,1,FRI,9/20/13,2359,0,0,8368
"CHICAGO, ILLINOIS",888,31222,0,OPS,99,B3-099959,1816,10/26/13,MON,1/1/07,1,SAT,12/31/11,2359,0,0,8369
5900 BLOCK S 28TH CT,178,61000,8209,PHONE OTHER,80,B3-116051,1514,12/17/13,MON,12/16/13,1100,TUE,12/17/13,1514,0,0,8370
PUERTO RICO,888,31100,7410,OSCR,99,B3-089130,1856,9/23/13,FRI,9/20/13,1,MON,9/23/13,1856,0,0,8371
5800 BLOCK N 23RD ST,131,61000,8209,PHONE OTHER,84,B3-116380,1747,12/18/13,WED,12/18/13,1700,WED,12/18/13,1747,0,0,8372
1100 BLOCK RAYMOND RD,95,31222,0,OPS,9,B3-101783,123,11/1/13,THU,10/31/13,2330,THU,10/31/13,2345,0,0,8373
3100 BLOCK P ST,31,61000,8209,PHONE OTHER,80,B3-116667,1656,12/19/13,THU,12/19/13,1125,THU,12/19/13,1652,0,0,8374
264 P RD DOUGLAS NE,888,31222,0,OPS,99,B3-118395,1959,12/26/13,THU,12/26/13,1630,,,,0,0,8375
"OMAHA, NE",888,31100,7410,OSCR,99,B3-089192,2229,9/23/13,SUN,8/18/13,1,SUN,8/18/13,2359,0,0,8376
200 BLOCK PIAZZA TER,54,61000,8209,PHONE OTHER,80,B3-116724,2237,12/19/13,THU,12/19/13,2210,THU,12/19/13,2256,0,0,8377
400 BLOCK N 86TH ST,191,31222,0,OPS,80,B3-119417,1454,12/30/13,MON,12/30/13,1200,MON,12/30/13,1454,0,0,8378
000000 OF LINC,999,61000,8209,PHONE OTHER,99,B3-116815,1020,12/20/13,FRI,11/1/13,1,FRI,12/20/13,1000,0,0,8379
"OMAHA, NE",888,31100,7410,OSCR,99,B3-092309,1739,10/2/13,TUE,9/3/13,1,TUE,9/3/13,2359,0,0,8380
8000 BLOCK ARROW RIDGE RD,207,61000,8209,PHONE OTHER,82,B3-116943,1620,12/20/13,FRI,12/20/13,1600,FRI,12/20/13,1601,0,0,8381
2600 BLOCK N 49TH ST,9,27444,0,NARCOTICS,84,B3-000802,1700,1/3/13,TUE,1/3/12,1330,TUE,1/3/12,1700,0,0,8382
"PAPILLION, NE",888,31100,7410,OSCR,99,B3-092540,1205,10/3/13,SAT,8/3/13,800,SAT,8/3/13,2359,0,0,8383
1100 BLOCK N 27TH ST,16,27444,0,NARCOTICS,21,B3-000845,2006,1/3/13,THU,1/3/13,800,THU,1/3/13,2005,0,0,8384
400 BLOCK MORMON TRL,137,61000,8209,PHONE OTHER,69,B3-117161,1034,12/21/13,WED,12/21/11,1,SAT,12/21/13,1034,0,0,8385
"1111 MANSE DR, RAYMORE, MO 640",999,31100,74,OSCR,99,B3-092570,1303,10/3/13,THU,7/16/09,1,WED,7/10/13,2359,0,0,8386
4800 BLOCK S 69TH ST,180,61000,8209,PHONE OTHER,80,B3-117214,1422,12/21/13,SAT,12/21/13,1336,SAT,12/21/13,1445,0,0,8387
2300 BLOCK N 44 ST,11,27000,0,NARCOTICS,84,B3-012628,2140,2/12/13,TUE,2/12/13,2000,TUE,2/12/13,2100,0,0,8388
21400 BLOCK S 218TH,888,31100,7410,OSCR,99,B3-092602,1449,10/3/13,SAT,9/28/13,1900,SAT,9/28/13,2100,0,0,8389
7700 BLOCK GREYCLIFF DR,198,61000,8209,PHONE OTHER,80,B3-117284,1935,12/21/13,SAT,12/21/13,1200,SAT,12/21/13,1930,0,0,8390
7000 BLOCK S 14TH ST,165,27444,0,NARCOTICS,90,B3-013055,1034,2/14/13,THU,2/14/13,730,THU,2/14/13,1034,0,0,8391
"SIOUX CITY, IOWA",999,31100,7410,OSCR,99,B3-093912,1344,10/7/13,SUN,5/1/11,UNK,FRI,7/1/11,UNK,0,0,8392
7000 BLOCK S 14TH ST,165,27444,0,NARCOTICS,90,B3-013149,1606,2/14/13,THU,2/14/13,745,,,,0,0,8393
2100 BLOCK NEBRASKA 2 HWY,409,61000,8209,PHONE OTHER,24,B3-117576,259,12/23/13,MON,12/23/13,19,MON,12/23/13,256,0,0,8394
"HERMANDO, MS.",888,31100,0,OSCR,69,B3-095573,917,10/12/13,MON,10/7/13,2000,SAT,10/12/13,900,0,0,8395
3800 BLOCK S 18TH ST,83,61000,8209,PHONE OTHER,80,B3-117981,2200,12/24/13,TUE,12/24/13,2045,TUE,12/24/13,2100,0,0,8396
1900 BLOCK S 20TH ST,97,27444,0,NARCOTICS,75,B3-013924,639,2/17/13,SAT,2/16/13,1700,SUN,2/17/13,343,0,0,8397
NEW YORK,999,31100,7410,OSCR,99,B3-096225,1111,10/14/13,TUE,8/13/13,800,TUE,8/13/13,2200,0,0,8398
WASHINGTON DC,888,31100,7410,OSCR,99,B3-097270,1530,10/17/13,THU,10/17/13,1510,,,,0,0,8399
OUTSIDE JURISDICTION,888,31100,7410,OSCR,99,B3-097467,1546,10/18/13,FRI,10/18/13,1200,FRI,10/18/13,1415,0,0,8400
900 BLOCK S 17TH ST,85,25211,9510,MS PERS JUV,80,B3-008090,1720,1/28/13,,1/28/13,1630,,,,0,0,8401
1900 BLOCK EUCLID AVE,97,25211,9510,MS PERS JUV,80,B3-004204,1726,1/15/13,,1/15/13,1700,,,,0,0,8402
1300 BLOCK N 25TH ST,16,25211,9510,MS PERS JUV,80,B3-020544,1547,3/12/13,,3/8/13,1600,,,,0,0,8403
1100 BLOCK LANCASTER LN,45,25211,9510,MS PERS JUV,80,B3-008291,909,1/29/13,,1/28/13,2230,,,,0,0,8404
800 BLOCK S 28TH ST,564,25211,9510,MS PERS JUV,80,B3-004205,1734,1/15/13,,1/14/13,800,,,,0,0,8405
100 BLOCK W G ST,90,25211,9510,MS PERS JUV,89,B3-041463,2324,5/15/13,,5/15/13,1000,,,,0,0,8406
4600 BLOCK GREENWOOD ST,11,25211,9510,MS PERS JUV,80,B3-068472,620,7/30/13,,7/29/13,2330,,,,0,0,8407
1500 BLOCK B ST,85,25211,9510,MS PERS JUV,80,B3-042251,2352,5/17/13,,5/17/13,930,,,,0,0,8408
1600 BLOCK E ST,85,25211,9510,MS PERS JUV,84,B3-020628,2118,3/12/13,,3/12/13,2000,,,,0,0,8409
1300 BLOCK S 13TH ST,85,25211,9510,MS PERS JUV,84,B3-008345,1403,1/29/13,,1/29/13,800,,,,0,0,8410
800 BLOCK S 8TH ST,87,25211,9510,MS PERS JUV,89,B3-004208,1744,1/15/13,,1/15/13,1450,,,,0,0,8411
2000 BLOCK MORNINGSIDE DR,49,25211,9510,MS PERS JUV,80,B3-021069,1328,3/14/13,,3/14/13,1320,,,,0,0,8412
600 BLOCK W DAWES AVE,136,25211,9510,MS PERS JUV,88,B3-008378,1609,1/29/13,,1/29/13,1609,,,,0,0,8413
7700 BLOCK LOWELL AVE,182,25211,9510,MS PERS JUV,80,B3-004373,1152,1/16/13,,1/16/13,1120,,,,0,0,8414
2300 BLOCK S 16TH ST,95,25211,9510,MS PERS JUV,97,B3-021218,2031,3/14/13,,3/14/13,2025,,,,0,0,8415
1800 BLOCK S 40TH ST,60,25211,9510,MS PERS JUV,89,B3-004380,1225,1/16/13,,1/16/13,1215,,,,0,0,8416
1900 BLOCK D ST,67,25211,9510,MS PERS JUV,75,B3-008453,1946,1/29/13,,1/29/13,1925,,,,0,0,8417
200 BLOCK D ST,91,25211,9510,MS PERS JUV,80,B3-021273,105,3/15/13,,3/14/13,2300,,,,0,0,8418
2400 BLOCK N CHESTER ST,136,25211,9510,MS PERS JUV,80,B3-004398,1309,1/16/13,,1/15/13,1500,,,,0,0,8419
1500 BLOCK F ST,85,25211,9510,MS PERS JUV,84,B3-009411,2214,2/1/13,,2/1/13,1630,,,,0,0,8420
300 BLOCK S 48TH ST,54,25211,9510,MS PERS JUV,89,B3-004429,1508,1/16/13,,1/16/13,1500,,,,0,0,8421
600 BLOCK DRIFTWOOD DR,208,25211,9510,MS PERS JUV,80,B3-021465,1706,3/15/13,,3/15/13,1030,,,,0,0,8422
200 BLOCK NW 23RD ST,149,25211,9510,MS PERS JUV,82,B3-009471,150,2/2/13,,2/1/13,1700,,,,0,0,8423
6600 BLOCK PIONEERS BLVD,180,25211,9510,MS PERS JUV,89,B3-004454,1602,1/16/13,,1/16/13,1500,,,,0,0,8424
9600 BLOCK GLASS RIDGE CT,186,25211,9510,MS PERS JUV,80,B3-021522,1943,3/15/13,,3/15/13,1830,,,,0,0,8425
1900 BLOCK S 20TH ST,97,25211,9510,MS PERS JUV,75,B3-009493,305,2/2/13,,2/2/13,200,,,,0,0,8426
1000 BLOCK S 70TH ST,208,25211,9510,MS PERS JUV,90,B3-004756,1549,1/17/13,,1/17/13,1515,,,,0,0,8427
1900 BLOCK S 20TH ST,97,25211,9510,MS PERS JUV,75,B3-009496,317,2/2/13,,2/2/13,200,,,,0,0,8428
4000 BLOCK SHERIDAN BLVD,104,25211,9510,MS PERS JUV,80,B3-021868,31,3/17/13,,3/16/13,2200,,,,0,0,8429
1000 BLOCK S 70TH ST,208,25211,9510,MS PERS JUV,90,B3-004769,1617,1/17/13,,1/16/13,1530,,,,0,0,8430
1900 BLOCK S 20TH ST,97,25211,9510,MS PERS JUV,75,B3-009497,317,2/2/13,,2/2/13,200,,,,0,0,8431
4800 BLOCK N 15TH ST,131,25211,9510,MS PERS JUV,84,B3-021896,210,3/17/13,,3/16/13,2230,,,,0,0,8432
4800 BLOCK SOUTH ST,58,25211,9510,MS PERS JUV,82,B3-004861,2224,1/17/13,,1/16/13,1800,,,,0,0,8433
7900 BLOCK ZACHARY CIR,42,25211,9510,MS PERS JUV,80,B3-009511,516,2/2/13,,2/1/13,2000,,,,0,0,8434
4800 BLOCK SOUTHWOOD DR,163,25211,9510,MS PERS JUV,80,B3-021940,458,3/17/13,,3/17/13,240,,,,0,0,8435
5800 BLOCK N 23RD ST,131,25211,9510,MS PERS JUV,84,B3-004894,419,1/18/13,,1/17/13,800,,,,0,0,8436
2800 BLOCK TIERRA DR,177,25211,9510,MS PERS JUV,84,B3-021970,1012,3/17/13,,3/17/13,1000,,,,0,0,8437
2200 BLOCK J ST,65,25211,9510,MS PERS JUV,90,B3-009540,928,2/2/13,,2/1/13,1430,,,,0,0,8438
4800 BLOCK HUNTINGTON AVE,9,25211,9510,MS PERS JUV,80,B3-004931,856,1/18/13,,1/18/13,300,,,,0,0,8439
SW HIGH,174,25211,9510,MS PERS JUV,90,B3-009625,1534,2/2/13,,2/1/13,1430,,,,0,0,8440
5300 BLOCK W WILKINS ST,145,25211,9510,MS PERS JUV,82,B3-022108,2025,3/17/13,,3/17/13,1330,,,,0,0,8441
1000 BLOCK W DAWES AVE,136,25211,9510,MS PERS JUV,80,B3-005047,1556,1/18/13,,1/18/13,1420,,,,0,0,8442
1700 BLOCK BLACKHAWK DR,217,25211,9510,MS PERS JUV,80,B3-009672,1813,2/2/13,,2/2/13,1803,,,,0,0,8443
5600 BLOCK S 31ST ST,177,25211,9510,MS PERS JUV,84,B3-022139,2333,3/17/13,,3/17/13,2330,,,,0,0,8444
1800 BLOCK SUNNY HILL RD,110,25211,9510,MS PERS JUV,80,B3-005096,1750,1/18/13,,1/18/13,1800,,,,0,0,8445
3400 BLOCK T ST,30,25211,9510,MS PERS JUV,80,B3-048211,1643,6/3/13,,6/3/13,1615,,,,0,0,8446
2900 BLOCK N 3RD ST,134,25211,9510,MS PERS JUV,81,B3-009702,1957,2/2/13,,2/2/13,1900,,,,0,0,8447
1100 BLOCK CLAREMONT ST,18,25211,9510,MS PERS JUV,80,B3-022204,836,3/18/13,,3/18/13,500,,,,0,0,8448
1700 BLOCK PAWNEE ST,112,25211,9510,MS PERS JUV,80,B3-005134,2041,1/18/13,,1/18/13,1515,,,,0,0,8449
800 BLOCK S 10TH ST,86,25211,9510,MS PERS JUV,80,B3-009925,1429,2/3/13,,2/2/13,1800,,,,0,0,8450
1100 BLOCK CLAREMONT ST,18,25211,9510,MS PERS JUV,80,B3-022210,859,3/18/13,,3/18/13,500,,,,0,0,8451
2600 BLOCK WOODSDALE BLVD,400,25211,9510,MS PERS JUV,80,B3-005147,2125,1/18/13,,1/18/13,1500,,,,0,0,8452
4100 BLOCK S 56TH ST,106,25211,9510,MS PERS JUV,76,B3-009933,1442,2/3/13,,2/3/13,1340,,,,0,0,8453
1900 BLOCK D ST,67,25211,9510,MS PERS JUV,76,B3-022442,2032,3/18/13,,3/18/13,2030,,,,0,0,8454
1900 BLOCK S 20TH ST,97,25211,9510,MS PERS JUV,88,B3-027810,1241,4/5/13,,4/5/13,1241,,,,0,0,8455
4000 BLOCK SHERIDAN BLVD,104,25211,9510,MS PERS JUV,80,B3-036004,755,4/30/13,,4/29/13,2200,,,,0,0,8456
4500 BLOCK STARR ST,34,25211,9510,MS PERS JUV,82,B3-027939,1851,4/5/13,,4/5/13,730,,,,0,0,8457
1900 BLOCK D ST,67,25211,9510,MS PERS JUV,75,B3-045967,858,5/28/13,,5/28/13,900,,,,0,0,8458
1000 BLOCK S 36TH ST,61,25211,9510,MS PERS JUV,80,B3-061816,1658,7/11/13,,7/11/13,30,,,,0,0,8459
1000 BLOCK COBBLESTONE DR,208,25211,9510,MS PERS JUV,80,B3-066140,1803,7/23/13,,7/23/13,1530,,,,0,0,8460
3100 BLOCK S 35TH ST,103,25211,9510,MS PERS JUV,94,B3-063140,1309,7/15/13,,7/15/13,1130,,,,0,0,8461
1700 BLOCK PROSPECT ST,97,25211,9510,MS PERS JUV,80,B3-027955,1939,4/5/13,,4/5/13,1830,,,,0,0,8462
4200 BLOCK N 1ST ST,137,25211,9510,MS PERS JUV,84,B3-061183,2155,7/9/13,,7/9/13,930,,,,0,0,8463
3500 BLOCK MOHAWK ST,61,25211,9510,MS PERS JUV,80,B3-068616,1431,7/30/13,,7/30/13,1430,,,,0,0,8464
2200 BLOCK NW 57TH ST,221,25211,9510,MS PERS JUV,90,B3-041703,1628,5/16/13,,5/16/13,1500,,,,0,0,8465
600 BLOCK N 73RD ST,45,25211,9510,MS PERS JUV,80,B3-036847,1829,5/2/13,,5/2/13,1815,,,,0,0,8466
5500 BLOCK NW 3RD ST,140,25211,9510,MS PERS JUV,80,B3-028066,122,4/6/13,,4/5/13,2200,,,,0,0,8467
600 BLOCK S 20TH ST,68,25211,9510,MS PERS JUV,84,B3-042257,38,5/18/13,,5/17/13,1700,,,,0,0,8468
4600 BLOCK ADAMS ST,11,25211,9510,MS PERS JUV,82,B3-047025,734,5/31/13,,5/31/13,0,,,,0,0,8469
3800 BLOCK NW 52ND ST,145,25211,9510,MS PERS JUV,82,B3-066141,1948,7/23/13,,7/23/13,1930,,,,0,0,8470
4900 BLOCK SHERMAN ST,105,25211,9510,MS PERS JUV,80,B3-058198,2124,7/1/13,,7/1/13,2115,,,,0,0,8471
1500 BLOCK W MANOR DR,49,25211,9510,MS PERS JUV,80,B3-028286,1737,4/6/13,,4/6/13,1500,,,,0,0,8472
1500 BLOCK SUPERIOR ST,129,25211,9510,MS PERS JUV,84,B3-046034,1302,5/28/13,,5/28/13,1100,,,,0,0,8473
200 BLOCK S 25TH ST,70,25211,9510,MS PERS JUV,88,B3-036061,1138,4/30/13,,4/30/13,1130,,,,0,0,8474
1800 BLOCK G ST,68,25211,9510,MS PERS JUV,80,B3-041776,2001,5/16/13,,5/16/13,2000,,,,0,0,8475
900 BLOCK S 23RD ST,65,25211,9510,MS PERS JUV,80,B3-069248,625,8/1/13,,8/1/13,625,,,,0,0,8476
6800 BLOCK COLFAX AVE,7,25211,9510,MS PERS JUV,83,B3-028289,1754,4/6/13,,4/6/13,1750,,,,0,0,8477
1600 BLOCK N 9TH ST,19,25211,9510,MS PERS JUV,84,B3-035847,1933,4/29/13,,4/29/13,1915,,,,0,0,8478
6500 BLOCK BENTON ST,7,25211,9510,MS PERS JUV,80,B3-056940,1913,6/28/13,,6/28/13,1830,,,,0,0,8479
400 BLOCK N 44TH ST,35,25211,9510,MS PERS JUV,84,B3-066492,1815,7/24/13,,7/24/13,1800,,,,0,0,8480
2700 BLOCK P ST,31,25211,9510,MS PERS JUV,83,B3-063181,1528,7/15/13,,7/12/13,2200,,,,0,0,8481
1500 BLOCK W MANOR DR,49,25211,9510,MS PERS JUV,80,B3-028295,1813,4/6/13,,4/6/13,1500,,,,0,0,8482
800 BLOCK H ST,88,25211,9510,MS PERS JUV,84,B3-068017,2109,7/28/13,,7/28/13,1745,,,,0,0,8483
5200 BLOCK W ZEAMER ST,145,25211,9510,MS PERS JUV,80,B3-061938,2323,7/11/13,,7/11/13,1700,,,,0,0,8484
2600 BLOCK S 70TH ST,207,25211,9510,MS PERS JUV,84,B3-041810,2139,5/16/13,,5/16/13,2040,,,,0,0,8485
500 BLOCK NORTHBOROUGH ST,45,25211,9510,MS PERS JUV,80,B3-036851,1858,5/2/13,,5/2/13,1815,,,,0,0,8486
1500 BLOCK W MANOR DR,49,25211,9510,MS PERS JUV,80,B3-028296,1814,4/6/13,,4/6/13,1500,,,,0,0,8487
1500 BLOCK W MANOR DR,49,25211,9510,MS PERS JUV,80,B3-028297,1814,4/6/13,,4/6/13,1500,,,,0,0,8488
2900 BLOCK N 3RD ST,134,25211,9510,MS PERS JUV,81,B3-028362,2121,4/6/13,,4/6/13,2100,,,,0,0,8489
1800 BLOCK GARRET LN,174,25211,9510,MS PERS JUV,80,B3-028549,809,4/7/13,,4/6/13,1300,,,,0,0,8490
4900 BLOCK CRESTHAVEN DR,107,25211,9510,MS PERS JUV,80,B3-028563,1009,4/7/13,,4/5/13,2100,,,,0,0,8491
2700 BLOCK P ST,31,25211,9510,MS PERS JUV,84,B3-028615,1437,4/7/13,,4/5/13,800,,,,0,0,8492
1900 BLOCK S 20TH ST,97,25211,9510,MS PERS JUV,75,B3-028709,2052,4/7/13,,4/7/13,1945,,,,0,0,8493
3700 BLOCK RANDOLPH ST,61,25211,9510,MS PERS JUV,80,B3-028785,241,4/8/13,,4/8/13,100,,,,0,0,8494
5300 BLOCK MADISON AVE,9,25211,9510,MS PERS JUV,80,B3-028884,1247,4/8/13,,3/9/13,,,,,0,0,8495
1300 BLOCK N 33RD ST,15,25211,9510,MS PERS JUV,80,B3-028985,1725,4/8/13,,4/8/13,1530,,,,0,0,8496
6600 BLOCK PIONEERS BLVD,180,25211,9510,MS PERS JUV,75,B3-029088,2207,4/8/13,,4/8/13,2030,,,,0,0,8497
800 BLOCK S 28TH ST,564,25211,9510,MS PERS JUV,80,B3-029102,2320,4/8/13,,4/8/13,2130,,,,0,0,8498
600 BLOCK DRIFTWOOD DR,208,25211,9510,MS PERS JUV,80,B3-029132,147,4/9/13,,4/9/13,145,,,,0,0,8499
1800 BLOCK G ST,68,25211,9510,MS PERS JUV,84,B3-029247,1252,4/9/13,,4/8/13,800,,,,0,0,8500
1200 BLOCK W SEWELL ST,156,25211,9510,MS PERS JUV,80,B3-005286,710,1/19/13,,1/19/13,1,,,,0,0,8501
1800 BLOCK G ST,68,25211,9510,MS PERS JUV,84,B3-029248,1252,4/9/13,,4/8/13,800,,,,0,0,8502
1800 BLOCK G ST,68,25211,9510,MS PERS JUV,84,B3-029249,1252,4/9/13,,4/8/13,800,,,,0,0,8503
2200 BLOCK Y ST,16,25211,9510,MS PERS JUV,84,B3-029327,1723,4/9/13,,4/9/13,1710,,,,0,0,8504
6600 BLOCK GLASS RIDGE DR,186,25211,9510,MS PERS JUV,88,B3-029525,1117,4/10/13,,4/10/13,1015,,,,0,0,8505
2900 BLOCK S 37TH ST,103,25211,9510,MS PERS JUV,76,B3-029549,1156,4/10/13,,4/10/13,1015,,,,0,0,8506
400 BLOCK N 70TH ST,45,25211,9510,MS PERS JUV,0,B3-029587,1517,4/10/13,,4/10/13,1445,,,,0,0,8507
3000 BLOCK N COTNER BLVD,7,25211,9510,MS PERS JUV,80,B3-029641,1733,4/10/13,,4/10/13,1300,,,,0,0,8508
1300 BLOCK N 26TH ST,16,25211,9510,MS PERS JUV,80,B3-030023,214,4/12/13,,4/11/13,700,,,,0,0,8509
1500 BLOCK N 27TH ST,13,25211,9510,MS PERS JUV,80,B3-030209,1709,4/12/13,,4/11/13,700,,,,0,0,8510
1800 BLOCK G ST,68,25211,9510,MS PERS JUV,80,B3-030235,1704,4/12/13,,4/12/13,1530,,,,0,0,8511
2700 BLOCK P ST,31,25211,9510,MS PERS JUV,84,B3-030331,2216,4/12/13,,4/12/13,800,,,,0,0,8512
1900 BLOCK S 20TH ST,97,25211,9510,MS PERS JUV,76,B3-030344,2351,4/12/13,,4/12/13,2300,,,,0,0,8513
3400 BLOCK T ST,30,25211,9510,MS PERS JUV,80,B3-030346,2357,4/12/13,,4/12/13,2345,,,,0,0,8514
900 BLOCK S 6TH ST,87,25211,9510,MS PERS JUV,80,B3-030607,1830,4/13/13,,4/13/13,1815,,,,0,0,8515
4000 BLOCK BALDWIN AVE,11,25211,9510,MS PERS JUV,80,B3-030627,1953,4/13/13,,4/13/13,1950,,,,0,0,8516
6200 BLOCK S 34TH ST,178,25211,9510,MS PERS JUV,84,B3-030638,2025,4/13/13,,4/13/13,700,,,,0,0,8517
3600 BLOCK N 9TH ST,126,25211,9510,MS PERS JUV,80,B3-030712,44,4/14/13,,3/24/13,400,,,,0,0,8518
1700 BLOCK S 17TH ST,97,25211,9510,MS PERS JUV,84,B3-030724,118,4/14/13,,4/14/13,0,,,,0,0,8519
5700 BLOCK CLEVELAND AVE,8,25211,9510,MS PERS JUV,82,B3-030816,1055,4/14/13,,4/12/13,1530,,,,0,0,8520
4500 BLOCK STARR ST,34,25211,9510,MS PERS JUV,1,B3-030858,1405,4/14/13,,4/14/13,1300,,,,0,0,8521
1300 BLOCK N 47TH ST,34,25211,9510,MS PERS JUV,84,B3-030878,1414,4/14/13,,4/14/13,1500,,,,0,0,8522
600 BLOCK DRIFTWOOD DR,208,25211,9510,MS PERS JUV,80,B3-030919,1810,4/14/13,,4/14/13,1638,,,,0,0,8523
6700 BLOCK COLFAX AVE,7,25211,9510,MS PERS JUV,80,B3-030979,2117,4/14/13,,4/14/13,2000,,,,0,0,8524
100 BLOCK W G ST,90,25211,9510,MS PERS JUV,80,B3-031078,923,4/15/13,,4/13/13,1800,,,,0,0,8525
6600 BLOCK PIONEERS BLVD,180,25211,9510,MS PERS JUV,76,B3-031109,1230,4/15/13,,4/15/13,750,,,,0,0,8526
1300 BLOCK N 47TH ST,34,25211,9510,MS PERS JUV,84,B3-031156,1454,4/15/13,,4/15/13,745,,,,0,0,8527
1900 BLOCK S 20TH ST,97,25211,9510,MS PERS JUV,75,B3-031187,1631,4/15/13,,4/15/13,1610,,,,0,0,8528
1800 BLOCK SOUTH ST,96,25211,9510,MS PERS JUV,80,B3-031270,2122,4/15/13,,4/15/13,2100,,,,0,0,8529
1900 BLOCK S 20TH ST,97,25211,9510,MS PERS JUV,75,B3-031499,1623,4/16/13,,4/16/13,900,,,,0,0,8530
1400 BLOCK E ST,85,25211,9510,MS PERS JUV,80,B3-066835,1708,7/25/13,,7/25/13,1400,,,,0,0,8531
1800 BLOCK GARRET LN,174,25211,9510,MS PERS JUV,80,B3-005343,1208,1/19/13,,1/18/13,800,,,,0,0,8532
1800 BLOCK S 40TH ST,60,25211,9510,MS PERS JUV,89,B3-041999,1311,5/17/13,,5/17/13,1250,,,,0,0,8533
4600 BLOCK LEWIS AVE,130,25211,9510,MS PERS JUV,89,B3-022591,1156,3/19/13,,3/19/13,1156,,,,0,0,8534
2600 BLOCK N 63RD ST,8,25211,9510,MS PERS JUV,90,B3-047116,1247,5/31/13,,5/31/13,1200,,,,0,0,8535
2600 BLOCK N 63RD ST,8,25211,9510,MS PERS JUV,90,B3-042044,1530,5/17/13,,5/17/13,1530,,,,0,0,8536
600 BLOCK DRIFTWOOD DR,208,25211,9510,MS PERS JUV,80,B3-048318,2133,6/3/13,,5/3/13,1545,,,,0,0,8537
1900 BLOCK D ST,67,25211,9510,MS PERS JUV,76,B3-056327,19,6/27/13,,6/26/13,2230,,,,0,0,8538
1500 BLOCK S 29TH ST,598,25211,9510,MS PERS JUV,82,B3-009981,1820,2/3/13,,2/2/13,2130,,,,0,0,8539
1100 BLOCK CLAREMONT ST,18,25211,9510,MS PERS JUV,80,B3-058249,2301,7/1/13,,7/1/13,2240,,,,0,0,8540
2100 BLOCK NW 49TH ST,150,25211,9510,MS PERS JUV,80,B3-009991,1838,2/3/13,,2/3/13,1821,,,,0,0,8541
2600 BLOCK W SUMNER ST,159,25211,9510,MS PERS JUV,80,B3-035850,1935,4/29/13,,4/26/13,730,,,,0,0,8542
2800 BLOCK S 16TH ST,112,25211,9510,MS PERS JUV,80,B3-066942,2317,7/25/13,,7/25/13,1730,,,,0,0,8543
4800 BLOCK N 15TH #101 ST,198,25211,9510,MS PERS JUV,84,B3-069294,946,8/1/13,,7/31/13,1930,,,,0,0,8544
4500 BLOCK SOUTH ST,59,25211,9510,MS PERS JUV,80,B3-022746,2002,3/19/13,,2/22/13,0,,,,0,0,8545
900 BLOCK FOXCROFT CT,48,25211,9510,MS PERS JUV,80,B3-036145,1601,4/30/13,,4/30/13,1400,,,,0,0,8546
600 BLOCK S 20TH ST,68,25211,9510,MS PERS JUV,84,B3-042263,109,5/18/13,,5/17/13,1700,,,,0,0,8547
1700 BLOCK L ST,69,25211,9510,MS PERS JUV,84,B3-035077,1650,4/27/13,,4/27/13,1600,,,,0,0,8548
900 BLOCK D ST,86,25211,9510,MS PERS JUV,80,B3-063294,2126,7/15/13,,7/15/13,1930,,,,0,0,8549
2400 BLOCK N CHESTER ST,136,25211,9510,MS PERS JUV,80,B3-005450,1909,1/19/13,,1/18/13,1500,,,,0,0,8550
1000 BLOCK PARK AVE,95,25211,9510,MS PERS JUV,80,B3-068735,1925,7/30/13,,7/30/13,1900,,,,0,0,8551
800 BLOCK W HELEN CIR,140,25211,9510,MS PERS JUV,80,B3-061184,2154,7/9/13,,7/9/13,2154,,,,0,0,8552
3500 BLOCK ST PAUL AVE,12,25211,9510,MS PERS JUV,80,B3-055572,1821,6/24/13,,6/24/13,1810,,,,0,0,8553
2600 BLOCK S 48TH ST,105,25211,9510,MS PERS JUV,24,B3-036878,2058,5/2/13,,5/2/13,1400,,,,0,0,8554
900 BLOCK S 19TH ST,68,25211,9510,MS PERS JUV,84,B3-010062,2247,2/3/13,,2/3/13,2200,,,,0,0,8555
800 BLOCK W BURNHAM ST,168,25211,9510,MS PERS JUV,1,B3-062165,1519,7/12/13,,7/12/13,1300,,,,0,0,8556
1300 BLOCK S 13TH ST,85,25211,9510,MS PERS JUV,84,B3-056427,1032,6/27/13,,6/27/13,930,,,,0,0,8557
2900 BLOCK N 1ST ST,134,25211,9510,MS PERS JUV,84,B3-067251,2105,7/26/13,,7/26/13,2000,,,,0,0,8558
6200 BLOCK S 34TH ST,178,25211,9510,MS PERS JUV,84,B3-048345,2316,6/3/13,,6/2/13,2130,,,,0,0,8559
4500 BLOCK SOUTH ST,59,25211,9510,MS PERS JUV,80,B3-022756,2034,3/19/13,,3/19/13,715,,,,0,0,8560
100 BLOCK W G ST,90,25211,9510,MS PERS JUV,80,B3-057182,956,6/29/13,,6/29/13,300,,,,0,0,8561
